Line Number	Verse Reference	Unaccented Words	Suggested Fix	Total Count	Reason	Context Before	Context After	Full Line
23214	ΗΣΑΙΑΣ 32:2	ὡς ἀφ	ὡς ἀφ	1776	consecutive enclitics	κρυβήσεται		\vs{2}Καὶ ἔσται ὁ ἄνθρωπος κρύπτων τοὺς λόγους αὐτοῦ, καὶ κρυβήσεται, ὡς ἀφʼ ὕδατος φερομένου· καὶ φανήσεται ἐν Σειὼν ὡς ποταμὸς φερόμενος ἔνδοξος ἐν γῇ διψώσῃ.
23232	ΗΣΑΙΑΣ 32:19	οὐκ ἐφ	οὐκ ἐφ	3183	consecutive enclitics	καταβῇ		\vs{19}Ἡ δὲ χάλαζα ἐὰν καταβῇ, οὐκ ἐφʼ ὑμᾶς ἥξει· καὶ ἔσονται οἱ ἐνοικοῦντες ἐν τοῖς δρυμοῖς πεποιθότες, ὡς οἱ ἐν τῷ πεδινῇ.
23254	ΗΣΑΙΑΣ 33:14	οἱ ἐν	οἱ ἐν	4140	consecutive enclitics	Ἀπέστησαν	Σιὼν	\vs{14}Ἀπέστησαν οἱ ἐν Σιὼν ἄνομοι, λήψεται τρόμος τοὺς ἀσεβεῖς· τίς ἀναγγελεῖ ὑμῖν, ὅτι πῦρ καίεται; τίς ἀναγγελεῖ ὑμῖν τὸν τόπον τὸν αἰώνιον;
23259	ΗΣΑΙΑΣ 33:18	εἰσιν οἱ	εἰσιν οἱ	80	consecutive enclitics	ποῦ	γραμματικοί	\vs{18}ἡ ψυχὴ ἡμῶν μελετήσει φόβον· ποῦ εἰσιν οἱ γραμματικοί; ποῦ εἰσιν οἱ συμβουλεύοντες; ποῦ ἐστιν ὁ ἀριθμῶν τοὺς τρεφομένους
23259	ΗΣΑΙΑΣ 33:18	εἰσιν οἱ	εἰσιν οἱ	80	consecutive enclitics	ποῦ	συμβουλεύοντες	\vs{18}ἡ ψυχὴ ἡμῶν μελετήσει φόβον· ποῦ εἰσιν οἱ γραμματικοί; ποῦ εἰσιν οἱ συμβουλεύοντες; ποῦ ἐστιν ὁ ἀριθμῶν τοὺς τρεφομένους
23259	ΗΣΑΙΑΣ 33:18	ἐστιν ὁ	ἐστιν ὁ	474	consecutive enclitics	ποῦ	ἀριθμῶν	\vs{18}ἡ ψυχὴ ἡμῶν μελετήσει φόβον· ποῦ εἰσιν οἱ γραμματικοί; ποῦ εἰσιν οἱ συμβουλεύοντες; ποῦ ἐστιν ὁ ἀριθμῶν τοὺς τρεφομένους
23270	ΗΣΑΙΑΣ 34:1	οἱ ἐν	οἱ ἐν	4140	consecutive enclitics	καὶ	αὐτῇ	Προσαγάγετε ἔθνη, καὶ ἀκούσατε ἄρχοντες· ἀκουσάτω ἡ γῆ, καὶ οἱ ἐν αὐτῇ, ἡ οἰκουμένη, καὶ ὁ λαὸς ὁ ἐν αὐτῇ.
23270	ΗΣΑΙΑΣ 34:1	ὁ ἐν	ὁ ἐν	7508	consecutive enclitics	λαὸς	αὐτῇ	Προσαγάγετε ἔθνη, καὶ ἀκούσατε ἄρχοντες· ἀκουσάτω ἡ γῆ, καὶ οἱ ἐν αὐτῇ, ἡ οἰκουμένη, καὶ ὁ λαὸς ὁ ἐν αὐτῇ.
23275	ΗΣΑΙΑΣ 34:5	μου ἐν	μου ἐν	4317	consecutive enclitics	μάχαιρὰ	τῷ	\vs{5}Ἐμεθύσθη ἡ μάχαιρὰ μου ἐν τῷ οὐρανῷ· ἰδοὺ ἐπὶ τὴν Ἰδουμαίαν καταβήσεται, καὶ ἐπὶ τὸν λαὸν τῆς ἀπωλείας μετὰ κρίσεως.
23316	ΗΣΑΙΑΣ 36:12	με ὁ	με ὁ	1285	consecutive enclitics	ἀπέσταλκέ	κύριός	\vs{12}Καὶ εἶπε πρὸς αὐτοὺς Ῥαβσάκης, μὴ πρὸς τὸν κύριον ὑμῶν ἢ πρὸς ὑμᾶς ἀπέσταλκέ με ὁ κύριός μου, λαλῆσαι τοὺς λόγους τούτους; οὐχὶ πρὸς τοὺς ἀνθρώπους τοὺς καθημένους ἐπὶ τῷ τείχει, ἵνα φάγωσι κόπρον, καὶ πίωσιν οὖρον μεθʼ ὑμῶν ἅμα;
23322	ΗΣΑΙΑΣ 36:17	ὡς ἡ	ὡς ἡ	1776	consecutive enclitics	γῆν	γῆ	\vs{17}ἕως ἂν ἔλθω, καὶ λάβω ὑμᾶς εἰς γῆν, ὡς ἡ γῆ ὑμῶν, γῆ σίτου καὶ οἴνου καὶ ἄρτων καὶ ἀμπελώνων.
23324	ΗΣΑΙΑΣ 36:19	ἐστιν ὁ	ἐστιν ὁ	474	consecutive enclitics	Ποῦ	θεὸς	\vs{19}Ποῦ ἐστιν ὁ θεὸς Ἐμὰθ καὶ Ἀρφάθ; καὶ ποῦ ὁ θεὸς τῆς πόλεως Ἐπφαρουαίμ; μὴ ἐδύναντο ῥύσασθαι Σαμάρειαν ἐκ χειρός μου;
23338	ΗΣΑΙΑΣ 37:6	με οἱ	με οἱ	1285	consecutive enclitics	ὠνείδισάν	πρέσβεις	\vs{6}Καὶ εἶπεν αὐτοῖς Ἡσαΐας, οὕτως ἐρεῖτε πρὸς τὸν κύριον ὑμῶν, τάδε λέγεἱ Κύριος, μὴ φοβηθῇς ἀπὸ τῶν λόγων ὧν ἤκουσας, οὓς ὠνείδισάν με οἱ πρέσβεις βασιλέως Ἀσσυρίων.
23346	ΗΣΑΙΑΣ 37:12	εἰσιν ἐν	εἰσιν ἐν	80	consecutive enclitics	αἵ	χώρᾳ	\vs{12}Μὴ ἐῤῥύσαντο αὐτοὺς οἱ θεοὶ τῶν ἐθνῶν, οὓς ἀπώλεσαν οἱ πατέρες μου, τήν τε Γωζᾶν, καὶ Χαῤῥὰν, καὶ Ῥαφὲθ, αἵ εἰσιν ἐν χώρᾳ Θεεμάθ;
23388	ΗΣΑΙΑΣ 38:8	σου ὁ	σου ὁ	5611	consecutive enclitics	πατρός	ἥλιος	\vs{8}Ἰδοὺ ἐγὼ στρέφω τὴν σκιὰν τῶν ἀναβαθμῶν οὓς κατέβη τοὺς δέκα ἀναβαθμοὺς τοῦ οἴκου τοῦ πατρός σου ὁ ἥλιος, ἀποστρέψω τὸν ἥλιον τοὺς δέκα ἀναβαθμούς· καὶ ἀνέβη ὁ ἥλιος τοὺς δέκα ἀναβαθμοὺς, οὓς κατέβη ἡ σκιά.
23396	ΗΣΑΙΑΣ 38:14	μου οἱ	μου οἱ	4317	consecutive enclitics	γάρ	ὀφθαλμοὶ	\vs{14}Ὡς χελιδὼν, οὕτω φωνήσω, καὶ ὡς περιστερὰ, οὕτω μελετῶ· ἐξέλιπον γάρ μου οἱ ὀφθαλμοὶ τοῦ βλέπειν εἰς τὸ ὕψος τοῦ οὐρανοῦ πρὸς τὸν Κύριον, ὃς ἐξείλατό με,
23400	ΗΣΑΙΑΣ 38:18	οἱ ἐν	οἱ ἐν	4140	consecutive enclitics	γὰρ	ᾅδου	\vs{18}Οὐ γὰρ οἱ ἐν ᾅδου αἰνέσουσί σε, οὐδὲ οἱ ἀποθανόντες εὐλογήσουσί σε, οὐδὲ ἐλπιοῦσιν οἱ ἐν ᾄδου τὴν ἐλεημοσύνην σου.
23400	ΗΣΑΙΑΣ 38:18	οἱ ἐν	οἱ ἐν	4140	consecutive enclitics	ἐλπιοῦσιν	ᾄδου	\vs{18}Οὐ γὰρ οἱ ἐν ᾅδου αἰνέσουσί σε, οὐδὲ οἱ ἀποθανόντες εὐλογήσουσί σε, οὐδὲ ἐλπιοῦσιν οἱ ἐν ᾄδου τὴν ἐλεημοσύνην σου.
23430	ΗΣΑΙΑΣ 40:9	σου ὁ	σου ὁ	5611	consecutive enclitics	φωνήν	εὐαγγελιζόμενος	\vs{9}Ἐπʼ ὄρος ὑψηλὸν ἀνάβηθι ὁ εὐαγγελιζόμενος Σιὼν, ὕψωσον τῇ ἰσχύϊ τὴν φωνήν σου ὁ εὐαγγελιζόμενος Ἱερουσαλήμ· ὑψώσατε, μὴ φοβεῖσθε· εἰπὸν ταῖς πόλεσιν Ἰούδα, ἰδοὺ ὁ Θεὸς ὑμῶν, ἰδοὺ Κύριος·
23472	ΗΣΑΙΑΣ 41:11	ὡς οὐκ	ὡς οὐκ	1776	consecutive enclitics	γὰρ	ὄντες	\vs{11}Ἰδοὺ αἰσχυνθήσονται καὶ ἐντραπήσονται πάντες οἱ ἀντικείμενοί σοι· ἔσονται γὰρ ὡς οὐκ ὄντες, καὶ ἀπολοῦνται πάντες οἱ ἀντίδικοί σου.
23473	ΗΣΑΙΑΣ 41:12	ὡς οὐκ	ὡς οὐκ	1776	consecutive enclitics	γὰρ	ὄντες	\vs{12}Ζητήσεις αὐτοὺς, καὶ οὐ μὴ εὕρῃς τοὺς ἀνθρώπους οἳ παροινήσουσιν εἰς σέ· ἔσονται γὰρ ὡς οὐκ ὄντες, καὶ οὐκ ἔσονται οἱ ἀντιπολεμοῦντές σε·
23476	ΗΣΑΙΑΣ 41:15	σε ὡς	σε ὡς	1148	consecutive enclitics	ἐποίησά	τροχοὺς	\vs{15}Ἰδοὺ ἐποίησά σε ὡς τροχοὺς ἁμάξης ἀλοῶντας καινοὺς πριστηροειδεῖς, καὶ ἀλοήσεις ὄρη, καὶ λεπτυνεῖς βουνοὺς, καὶ ὡς χνοῦν θήσεις,
23513	ΗΣΑΙΑΣ 42:14	ὡς ἡ	ὡς ἡ	1776	consecutive enclitics	ἀνέξομαι	τίκτουσα	\vs{14}Ἐσιώπησα, μὴ καὶ ἀεὶ σιωπήσομαι καὶ ἀνέξομαι; ὡς ἡ τίκτουσα ἐκαρτέρησα, ἐκστήσω καὶ ξηρανῶ ἅμα·
23531	ΗΣΑΙΑΣ 43:3	σου ὁ	σου ὁ	5611	consecutive enclitics	Θεός	ἅγιος	\vs{3}Ὅτι ἐγὼ Κύριος ὁ Θεός σου ὁ ἅγιος Ἰσραὴλ, ὁ σώζων σε· ἐποίησα ἄλλαγμά σου Αἴγυπτον καὶ Αἰθιοπίαν, καὶ Σοήνην ὑπὲρ σοῦ.
23534	ΗΣΑΙΑΣ 43:6	μου ἀπ	μου ἀπ	4317	consecutive enclitics	θυγατέρας		\vs{6}Ἐρῶ τῷ Βοῤῥᾷ, ἄγε, καὶ τῷ Λιβὶ, μὴ κώλυε· ἄγε τοὺς υἱούς μου ἀπὸ τῆς πόῤῥωθεν, καὶ τὰς θυγατέρας μου ἀπʼ ἄκρων τῆς γῆς,
23540	ΗΣΑΙΑΣ 43:10	μου οὐκ	μου οὐκ	4317	consecutive enclitics	ἔμπροσθέν	ἐγένετο	\vs{10}Γένεσθέ μοι μάρτυρες, καὶ ἐγὼ μάρτυς, λέγει Κύριος ὁ Θεὸς, καὶ ὁ παῖς μου ὃν ἐξελεξάμην, ἵνα γνῶτε καὶ πιστεύσητε, καὶ συνῆτε ὅτι ἐγώ εἰμι· ἔμπροσθέν μου οὐκ ἐγένετο ἄλλος Θεὸς, καὶ μετʼ ἐμὲ οὐκ ἔσται.
23543	ΗΣΑΙΑΣ 43:13	ὁ ἐκ	ὁ ἐκ	7508	consecutive enclitics	ἔστιν	τῶν	\vs{13}ἔτι ἀπʼ ἀρχῆς, καὶ οὐκ ἔστιν ὁ ἐκ τῶν χειρῶν μου ὁ ἐξαιρούμενος· ποιήσω, καὶ τίς ἀποστρέψει αὐτό;
23543	ΗΣΑΙΑΣ 43:13	μου ὁ	μου ὁ	4317	consecutive enclitics	χειρῶν	ἐξαιρούμενος	\vs{13}ἔτι ἀπʼ ἀρχῆς, καὶ οὐκ ἔστιν ὁ ἐκ τῶν χειρῶν μου ὁ ἐξαιρούμενος· ποιήσω, καὶ τίς ἀποστρέψει αὐτό;
23557	ΗΣΑΙΑΣ 43:23	σε ἐν	σε ἐν	1148	consecutive enclitics	ἐδούλωσά	θυσίαις	\vs{23}Οὐκ ἤνεγκάς μοι πρόβατά σου τῆς ὁλοκαρπώσεώς σου, οὐδὲ ἐν ταῖς θυσίαις σου ἐδόξασάς με· οὐκ ἐδούλωσά σε ἐν θυσίαις, οὐδὲ ἔγκοπον ἐποίησά σε ἐν λιβάνῳ,
23557	ΗΣΑΙΑΣ 43:23	σε ἐν	σε ἐν	1148	consecutive enclitics	ἐποίησά	λιβάνῳ	\vs{23}Οὐκ ἤνεγκάς μοι πρόβατά σου τῆς ὁλοκαρπώσεώς σου, οὐδὲ ἐν ταῖς θυσίαις σου ἐδόξασάς με· οὐκ ἐδούλωσά σε ἐν θυσίαις, οὐδὲ ἔγκοπον ἐποίησά σε ἐν λιβάνῳ,
23559	ΗΣΑΙΑΣ 43:25	εἰμι ὁ	εἰμι ὁ	263	consecutive enclitics	ἐγώ	ἐξαλείφων	\vs{25}Ἐγώ εἰμι ἐγώ εἰμι ὁ ἐξαλείφων τὰς ἀνομίας σου ἕνεκεν ἐμοῦ, καὶ τὰς ἁμαρτίας σου, καὶ οὐ μὴ μνησθήσομαι.
23572	ΗΣΑΙΑΣ 44:7	μοι ἀφ	μοι ἀφ	882	consecutive enclitics	ἑτοιμασάτω		\vs{7}Τίς ὥσπερ ἐγὼ; στήτω, καὶ καλεσάτω, καὶ ἀναγγειλάτω, καὶ ἑτοιμασάτω μοι ἀφʼ οὗ ἐποίησα ἄνθρωπον εἰς τὸν αἰῶνα, καὶ τὰ ἐπερχόμενα πρὸ τοῦ ἐλθεῖν ἀναγγειλάτωσαν ὑμῖν.
23573	ΗΣΑΙΑΣ 44:8	οὐκ ἀπ	οὐκ ἀπ	3183	consecutive enclitics	πλανᾶσθε		\vs{8}Μὴ παρακαλύπτεσθε, μηδὲ πλανᾶσθε· οὐκ ἀπʼ ἀρχῆς ἠνωτίσασθε, καὶ ἀπήγγειλα ὑμῖν; μάρτυρες ὑμεῖς ἐστε, εἰ ἕστι Θεὸς πλὴν ἐμοῦ.
23607	ΗΣΑΙΑΣ 45:6	οἱ ἀπ	οἱ ἀπ	4140	consecutive enclitics	γνῶσιν		\vs{6}ἵνα γνῶσιν οἱ ἀπʼ ἀνατολῶν ἡλίου καὶ οἱ ἀπὸ δυσμῶν, ὅτι οὐκ ἔστι Θεὸς πλὴν ἐμοῦ· ἐγὼ Κύριος ὁ Θεὸς, καὶ οὐκ ἔστιν ἔτι.
23624	ΗΣΑΙΑΣ 45:18	οὐκ εἰς	οὐκ εἰς	3183	consecutive enclitics	αὐτὴν	κενὸν	\vs{18}Οὕτως λέγει Κύριος ὁ ποιήσας τὸν οὐρανὸν, οὗτος ὁ Θεὸς ὁ καταδείξας τὴν γῆν, καὶ ποιήσας αὐτὴν, αὐτὸς διώρισεν αὐτὴν, οὐκ εἰς κενὸν ἐποίησεν αὐτὴν, ἀλλὰ κατοικεῖσθαι ἔπλασεν αὐτὴν, ἐγώ εἰμι Κύριος, καὶ οὐκ ἔστιν ἔτι.
23625	ΗΣΑΙΑΣ 45:19	Οὐκ ἐν	Οὐκ ἐν	142	consecutive enclitics		κρυφῇ	\vs{19}Οὐκ ἐν κρυφῇ λελάληκα, οὐδὲ ἐν τόπῳ γῆς σκοτεινῷ· οὐκ εἶπα τῷ σπέρματι Ἰακὼβ, μάταιον ζητήσατε· ἐγώ εἰμι ἐγώ εἰμι Κύριος ὁ λαλῶν δικαιοσύνην, καὶ ἀναγγέλλων ἀλήθειαν.
23629	ΗΣΑΙΑΣ 45:22	οἱ ἀπ	οἱ ἀπ	4140	consecutive enclitics	σωθήσεσθε		\vs{22}Ἐπιστράφητε ἐπʼ ἐμὲ, καὶ σωθήσεσθε, οἱ ἀπʼ ἐσχάτου τῆς γῆς· ἐγώ εἰμι ὁ Θεὸς, καὶ οὐκ ἔστιν ἄλλος.
23629	ΗΣΑΙΑΣ 45:22	εἰμι ὁ	εἰμι ὁ	263	consecutive enclitics	ἐγώ	Θεὸς	\vs{22}Ἐπιστράφητε ἐπʼ ἐμὲ, καὶ σωθήσεσθε, οἱ ἀπʼ ἐσχάτου τῆς γῆς· ἐγώ εἰμι ὁ Θεὸς, καὶ οὐκ ἔστιν ἄλλος.
23630	ΗΣΑΙΑΣ 45:23	μου οὐκ	μου οὐκ	4317	consecutive enclitics	λόγοι	ἀποστραφήσονται	\vs{23}Κατʼ ἐμαυτοῦ ὀμνύω, εἰ μὴ ἐξελεύσεται ἐκ τοῦ στόματός μου δικαιοσύνη, οἱ λόγοι μου οὐκ ἀποστραφήσονται· Ὅτι ἐμοὶ κάμψει πᾶν γόνυ, καὶ ὀμεῖται πᾶσα γλῶσσα τὸν Θεὸν,
23646	ΗΣΑΙΑΣ 46:9	εἰμι ὁ	εἰμι ὁ	263	consecutive enclitics	ἐγώ	Θεὸς	\vs{9}καὶ μνήσθητε τὰ πρότερα ἀπὸ τοῦ αἰῶνος, ὅτι ἐγώ εἰμι ὁ Θεὸς, καὶ οὐκ ἔστιν ἔτι πλὴν ἐμοῦ,
23650	ΗΣΑΙΑΣ 46:12	μου οἱ	μου οἱ	4317	consecutive enclitics	Ἀκούσατέ	ἀπολωλεκότες	\vs{12}Ἀκούσατέ μου οἱ ἀπολωλεκότες τὴν καρδίαν, οἱ μακρὰν ἀπὸ τῆς δικαιοσύνης.
23670	ΗΣΑΙΑΣ 47:13	σε οἱ	σε οἱ	1148	consecutive enclitics	σωσάτωσάν	ἀστρολόγοι	\vs{13}Κεκοπίακας ἐν ταῖς βουλαῖς σου· στήτωσαν δὴ καὶ σωσάτωσάν σε οἱ ἀστρολόγοι τοῦ οὐρανοῦ, οἱ ὁρῶντες τοὺς ἀστέρας ἀναγγειλάτωσάν σοι, τί μέλλει ἐπὶ σὲ ἔρχεσθαι.
23689	ΗΣΑΙΑΣ 48:12	εἰμι εἰς	εἰμι εἰς	263	consecutive enclitics	ἐγώ	τὸν	\vs{12}Ἄκουέ μου Ἰακὼβ, καὶ Ἰσραὴλ ὃν ἐγὼ καλῶ· ἐγώ εἰμι πρῶτος, καὶ ἐγώ εἰμι εἰς τὸν αἰῶνα.
23694	ΗΣΑΙΑΣ 48:16	οὐκ ἀπ	οὐκ ἀπ	3183	consecutive enclitics	ταῦτα		\vs{16}Προσαγάγετε πρὸς μὲ, καὶ ἀκούσατε ταῦτα· οὐκ ἀπʼ ἀρχῆς ἐν κρυφῇ λελάληκα· ἡνίκα ἐγένετο, ἐκεῖ ἤμην, καὶ νῦν Κύριος Κύριος ἀπέστειλέ με, καὶ τὸ πνεῦμα αὐτοῦ.
23695	ΗΣΑΙΑΣ 48:17	εἰμι ὁ	εἰμι ὁ	263	consecutive enclitics	ἐγώ	Θεός	\vs{17}Οὕτω λέγει Κύριος; ὁ ῥυσάμενος σε, ἅγιος Ἰσραὴλ, ἐγώ εἰμι ὁ Θεός σου, δέδειχά σοι τοῦ εὑρεῖν σε τὴν ὁδὸν ἐν ᾗ πορεύσῃ ἐν αὐτῇ.
23697	ΗΣΑΙΑΣ 48:19	ὡς ἡ	ὡς ἡ	1776	consecutive enclitics	ἂν	ἄμμος	\vs{19}Καὶ ἐγένετο ἂν ὡς ἡ ἄμμος τὸ σπέρμα σου, καὶ τὰ ἔκγονα τῆς κοιλίας σου ὡς ὁ χοῦς τῆς γῆς· οὐδὲ νῦν οὐ μὴ ἐξολοθρευθῇς, οὐδὲ ἀπολεῖται τὸ ὄνομά σου ἐνώπιον ἐμοῦ.
23697	ΗΣΑΙΑΣ 48:19	ὡς ὁ	ὡς ὁ	1776	consecutive enclitics	σου	χοῦς	\vs{19}Καὶ ἐγένετο ἂν ὡς ἡ ἄμμος τὸ σπέρμα σου, καὶ τὰ ἔκγονα τῆς κοιλίας σου ὡς ὁ χοῦς τῆς γῆς· οὐδὲ νῦν οὐ μὴ ἐξολοθρευθῇς, οὐδὲ ἀπολεῖται τὸ ὄνομά σου ἐνώπιον ἐμοῦ.
23705	ΗΣΑΙΑΣ 49:2	μου ὡς	μου ὡς	4317	consecutive enclitics	στόμα	μάχαιραν	\vs{2}Καὶ ἔθηκε τὸ στόμα μου ὡς μάχαιραν ὀξεῖαν, καὶ ὑπὸ τὴν σκέπην τῆς χειρὸς αὐτοῦ ἔκρυψέ με· ἔθηκέ με ὡς βέλος ἐκλεκτὸν, καὶ ἐν τῇ φαρέτρᾳ αὐτοῦ ἔκρυψέ με,
23708	ΗΣΑΙΑΣ 49:5	με ἐκ	με ἐκ	1285	consecutive enclitics	πλάσας	κοιλίας	\vs{5}Καὶ νῦν οὕτω λέγει Κύριος, ὁ πλάσας με ἐκ κοιλίας δοῦλον ἑαυτῷ, τοῦ συναγαγεῖν τὸν Ἰακὼβ πρὸς αὐτὸν καὶ Ἰσραήλ· συναχθήσομαι καὶ δοξασθήσομαι ἐναντίον Κυρίου, καὶ ὁ Θεὸς μου ἔσται μοι ἰσχύς.
23709	ΗΣΑΙΑΣ 49:6	σε εἰς	σε εἰς	1148	consecutive enclitics	δέδωκά	διαθήκην	\vs{6}Καὶ εἶπέ μοι, μέγα σοι ἐστὶ τοῦ κληθῆναί σε παῖδά μου, τοῦ στῆσαι τὰς φυλὰς Ἰακὼβ, καὶ τὴν διασπορὰν τοῦ Ἰσραὴλ ἐπιστρέψαι· ἰδοὺ δέδωκά σε εἰς διαθήκην γένους, εἰς φῶς ἐθνῶν, τοῦ εἶναί σε εἰς σωτηρίαν ἕως ἐσχάτου τῆς γῆς.
23709	ΗΣΑΙΑΣ 49:6	σε εἰς	σε εἰς	1148	consecutive enclitics	εἶναί	σωτηρίαν	\vs{6}Καὶ εἶπέ μοι, μέγα σοι ἐστὶ τοῦ κληθῆναί σε παῖδά μου, τοῦ στῆσαι τὰς φυλὰς Ἰακὼβ, καὶ τὴν διασπορὰν τοῦ Ἰσραὴλ ἐπιστρέψαι· ἰδοὺ δέδωκά σε εἰς διαθήκην γένους, εἰς φῶς ἐθνῶν, τοῦ εἶναί σε εἰς σωτηρίαν ἕως ἐσχάτου τῆς γῆς.
23711	ΗΣΑΙΑΣ 49:7	ἐστιν ὁ	ἐστιν ὁ	474	consecutive enclitics	πιστός	ἅγιος	\vs{7}Οὕτως λέγει Κύριος, ὁ ῥυσάμενός σε, ὁ Θεὸς Ἰσραὴλ, ἁγιάσατε τὸν φαυλίζοντα τὴν ψυχὴν αὐτοῦ, τὸν βδελυσσόμενον ὑπὸ τῶν ἐθνῶν τῶν δούλων τῶν ἀρχόντων· βασιλεῖς ὄψονται αὐτὸν, καὶ ἀναστήσονται ἄρχοντες, καὶ προσκυνήσουσιν αὐτῷ, ἕνεκεν Κυρίου· ὅτι πιστός ἐστιν ὁ ἅγιος Ἰσραὴλ, καὶ ἐξελεξάμην σε.
